TOP.691e27c8.0001abfc	START
TOP.691e3b7f.0008602b	user_options->version	0
TOP.691e3b7f.0008602b	user_options->workload_profile	2
TOP.691e3b7f.0008602b	user_options->brain_client	0
TOP.691e3b7f.0008602b	user_options->brain_client_features	2
TOP.691e3b7f.0008602b	user_options->brain_server	0
TOP.691e3b7f.0008602b	user_options->brain_server_timer	300
TOP.691e3b7f.0008602b	user_options->brain_port	6863
TOP.691e3b7f.0008602b	user_options->brain_session	0
TOP.691e3b7f.0008602b	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\h.txt
TOP.691e3b7f.0008602b	hashes->hashlist_mode	5
TOP.691e3b7f.0008602b	hashes->hashlist_format	0
TOP.691e3b7f.0008602b	hashes->hashes_cnt	0
TOP.691e3b7f.0008602b	hashes->digests_cnt	1
TOP.691e3b7f.0008602b	hashes->digests_done_pot	0
TOP.691e3b7f.0008602b	hashes->digests_done_zero	0
TOP.691e3b7f.0008602b	hashes->digests_done	0
TOP.691e3b7f.0008602b	hashes->salts_cnt	1
TOP.691e3b7f.0008602b	hashes->salts_done	0
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	START
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	mask_ctx->mask	?d
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	runtime_start	1763588993
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	runtime_stop	1763588993
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	hashes->digests_done_new	0
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	status-after-work	5
TOP.691e3b7f.0008602b	SUB.691e3b80.000cd021	STOP
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	START
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	mask_ctx->mask	?d?d
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	runtime_start	1763588994
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	runtime_stop	1763588994
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	hashes->digests_done_new	0
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	status-after-work	5
TOP.691e3b7f.0008602b	SUB.691e3b81.0007cad4	STOP
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	START
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	mask_ctx->mask	?d?d?d
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	runtime_start	1763588994
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	runtime_stop	1763588994
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	hashes->digests_done_new	0
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	status-after-work	5
TOP.691e3b7f.0008602b	SUB.691e3b82.00013a7d	STOP
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	START
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	mask_ctx->mask	?d?d?d?d
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	runtime_start	1763588995
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	runtime_stop	1763588995
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	hashes->digests_done_new	0
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	status-after-work	5
TOP.691e3b7f.0008602b	SUB.691e3b82.00091f28	STOP
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	START
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	mask_ctx->mask	?d?d?d?d?d
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	runtime_start	1763588995
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	runtime_stop	1763588995
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	hashes->digests_done_new	0
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	status-after-work	5
TOP.691e3b7f.0008602b	SUB.691e3b83.0002f643	STOP
TOP.691e3b7f.0008602b	proc_start	1763588991
TOP.691e3b7f.0008602b	proc_stop	1763588996
TOP.691e3b7f.0008602b	STOP
TOP.691e3ba3.0001b463	START
TOP.691e3ba3.0001b463	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3ba3.0001b463	folder_config->install_dir	.
TOP.691e3ba3.0001b463	folder_config->profile_dir	.
TOP.691e3ba3.0001b463	folder_config->session_dir	.
TOP.691e3ba3.0001b463	folder_config->shared_dir	.
TOP.691e3ba3.0001b463	user_options->encoding_from	utf-8
TOP.691e3ba3.0001b463	user_options->encoding_to	utf-8
TOP.691e3ba3.0001b463	user_options->rule_buf_l	:
TOP.691e3ba3.0001b463	user_options->rule_buf_r	:
TOP.691e3ba3.0001b463	user_options->session	hashcat
TOP.691e3ba3.0001b463	user_options->separator	:
TOP.691e3ba3.0001b463	user_options->limit	0
TOP.691e3ba3.0001b463	user_options->skip	0
TOP.691e3ba3.0001b463	user_options->attack_mode	3
TOP.691e3ba3.0001b463	user_options->backend_devices_virtmulti	1
TOP.691e3ba3.0001b463	user_options->backend_devices_virthost	1
TOP.691e3ba3.0001b463	user_options->backend_devices_keepfree	0
TOP.691e3ba3.0001b463	user_options->benchmark	0
TOP.691e3ba3.0001b463	user_options->benchmark_all	0
TOP.691e3ba3.0001b463	user_options->benchmark_max	99999
TOP.691e3ba3.0001b463	user_options->benchmark_min	0
TOP.691e3ba3.0001b463	user_options->bitmap_max	18
TOP.691e3ba3.0001b463	user_options->bitmap_min	16
TOP.691e3ba3.0001b463	user_options->debug_mode	0
TOP.691e3ba3.0001b463	user_options->dynamic_x	0
TOP.691e3ba3.0001b463	user_options->hash_info	0
TOP.691e3ba3.0001b463	user_options->force	0
TOP.691e3ba3.0001b463	user_options->hwmon	1
TOP.691e3ba3.0001b463	user_options->hwmon_temp_abort	90
TOP.691e3ba3.0001b463	user_options->hash_mode	10
TOP.691e3ba3.0001b463	user_options->hex_charset	0
TOP.691e3ba3.0001b463	user_options->hex_salt	0
TOP.691e3ba3.0001b463	user_options->hex_wordlist	0
TOP.691e3ba3.0001b463	user_options->hook_threads	8
TOP.691e3ba3.0001b463	user_options->identify	0
TOP.691e3ba3.0001b463	user_options->increment	2
TOP.691e3ba3.0001b463	user_options->increment_max	256
TOP.691e3ba3.0001b463	user_options->increment_min	1
TOP.691e3ba3.0001b463	user_options->keep_guessing	0
TOP.691e3ba3.0001b463	user_options->kernel_accel	0
TOP.691e3ba3.0001b463	user_options->kernel_loops	0
TOP.691e3ba3.0001b463	user_options->kernel_threads	0
TOP.691e3ba3.0001b463	user_options->keyspace	0
TOP.691e3ba3.0001b463	user_options->total_candidates	0
TOP.691e3ba3.0001b463	user_options->left	0
TOP.691e3ba3.0001b463	user_options->logfile	1
TOP.691e3ba3.0001b463	user_options->loopback	0
TOP.691e3ba3.0001b463	user_options->machine_readable	0
TOP.691e3ba3.0001b463	user_options->markov_classic	0
TOP.691e3ba3.0001b463	user_options->markov	1
TOP.691e3ba3.0001b463	user_options->markov_inverse	0
TOP.691e3ba3.0001b463	user_options->markov_threshold	256
TOP.691e3ba3.0001b463	user_options->metal_compiler_runtime	120
TOP.691e3ba3.0001b463	user_options->multiply_accel	1
TOP.691e3ba3.0001b463	user_options->backend_info	0
TOP.691e3ba3.0001b463	user_options->backend_vector_width	0
TOP.691e3ba3.0001b463	user_options->optimized_kernel	0
TOP.691e3ba3.0001b463	user_options->outfile_autohex	1
TOP.691e3ba3.0001b463	user_options->outfile_check_timer	5
TOP.691e3ba3.0001b463	user_options->outfile_format	3
TOP.691e3ba3.0001b463	user_options->outfile_json	0
TOP.691e3ba3.0001b463	user_options->wordlist_autohex	1
TOP.691e3ba3.0001b463	user_options->potfile	1
TOP.691e3ba3.0001b463	user_options->progress_only	0
TOP.691e3ba3.0001b463	user_options->quiet	0
TOP.691e3ba3.0001b463	user_options->remove	0
TOP.691e3ba3.0001b463	user_options->remove_timer	60
TOP.691e3ba3.0001b463	user_options->restore	0
TOP.691e3ba3.0001b463	user_options->restore_enable	1
TOP.691e3ba3.0001b463	user_options->restore_timer	1
TOP.691e3ba3.0001b463	user_options->rp_files_cnt	0
TOP.691e3ba3.0001b463	user_options->rp_gen	0
TOP.691e3ba3.0001b463	user_options->rp_gen_func_max	4
TOP.691e3ba3.0001b463	user_options->rp_gen_func_min	1
TOP.691e3ba3.0001b463	user_options->rp_gen_seed	0
TOP.691e3ba3.0001b463	user_options->runtime	0
TOP.691e3ba3.0001b463	user_options->scrypt_tmto	0
TOP.691e3ba3.0001b463	user_options->segment_size	33554432
TOP.691e3ba3.0001b463	user_options->self_test	1
TOP.691e3ba3.0001b463	user_options->slow_candidates	0
TOP.691e3ba3.0001b463	user_options->show	0
TOP.691e3ba3.0001b463	user_options->speed_only	0
TOP.691e3ba3.0001b463	user_options->spin_damp	0
TOP.691e3ba3.0001b463	user_options->status	0
TOP.691e3ba3.0001b463	user_options->status_json	0
TOP.691e3ba3.0001b463	user_options->status_timer	10
TOP.691e3ba3.0001b463	user_options->stdout_flag	0
TOP.691e3ba3.0001b463	user_options->usage	0
TOP.691e3ba3.0001b463	user_options->username	0
TOP.691e3ba3.0001b463	user_options->veracrypt_pim_start	485
TOP.691e3ba3.0001b463	user_options->veracrypt_pim_stop	485
TOP.691e3ba3.0001b463	user_options->version	0
TOP.691e3ba3.0001b463	user_options->workload_profile	2
TOP.691e3ba3.0001b463	user_options->brain_client	0
TOP.691e3ba3.0001b463	user_options->brain_client_features	2
TOP.691e3ba3.0001b463	user_options->brain_server	0
TOP.691e3ba3.0001b463	user_options->brain_server_timer	300
TOP.691e3ba3.0001b463	user_options->brain_port	6863
TOP.691e3ba3.0001b463	user_options->brain_session	0
TOP.691e3ba3.0001b463	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\h.txt
TOP.691e3ba3.0001b463	hashes->hashlist_mode	5
TOP.691e3ba3.0001b463	hashes->hashlist_format	0
TOP.691e3ba3.0001b463	hashes->hashes_cnt	0
TOP.691e3ba3.0001b463	hashes->digests_cnt	1
TOP.691e3ba3.0001b463	hashes->digests_done_pot	0
TOP.691e3ba3.0001b463	hashes->digests_done_zero	0
TOP.691e3ba3.0001b463	hashes->digests_done	0
TOP.691e3ba3.0001b463	hashes->salts_cnt	1
TOP.691e3ba3.0001b463	hashes->salts_done	0
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	START
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	mask_ctx->mask	?a
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	runtime_start	1763589029
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	runtime_stop	1763589029
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3ba4.0005e218	STOP
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	START
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	mask_ctx->mask	?a?a
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	runtime_start	1763589029
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	runtime_stop	1763589029
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3ba5.000301e6	STOP
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	START
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	mask_ctx->mask	?a?a?a
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	runtime_start	1763589030
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	runtime_stop	1763589030
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3ba5.000cbc5d	STOP
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	START
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	mask_ctx->mask	?a?a?a?a
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	runtime_start	1763589031
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	runtime_stop	1763589031
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3ba6.00070324	STOP
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	START
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	mask_ctx->mask	?a?a?a?a?a
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	runtime_start	1763589031
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	runtime_stop	1763589035
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3ba7.0003501e	STOP
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	START
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	mask_ctx->mask	?a?a?a?a?a?a
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	runtime_start	1763589035
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	runtime_stop	1763589196
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	hashes->digests_done_new	0
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	status-after-work	5
TOP.691e3ba3.0001b463	SUB.691e3bab.0003aeb9	STOP
TOP.691e3ba3.0001b463	SUB.691e3c4c.000d410e	START
TOP.691e3ba3.0001b463	SUB.691e3c4c.000d410e	mask_ctx->mask	?a?a?a?a?a?a?a
TOP.691e3cd3.000d9f60	START
TOP.691e3cd3.000d9f60	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3cd3.000d9f60	folder_config->install_dir	.
TOP.691e3cd3.000d9f60	folder_config->profile_dir	.
TOP.691e3cd3.000d9f60	folder_config->session_dir	.
TOP.691e3cd3.000d9f60	folder_config->shared_dir	.
TOP.691e3cd3.000d9f60	user_options->encoding_from	utf-8
TOP.691e3cd3.000d9f60	user_options->encoding_to	utf-8
TOP.691e3cd3.000d9f60	user_options->outfile	cracked_numbers_with_offset.txt
TOP.691e3cd3.000d9f60	user_options->rule_buf_l	:
TOP.691e3cd3.000d9f60	user_options->rule_buf_r	:
TOP.691e3cd3.000d9f60	user_options->session	hashcat
TOP.691e3cd3.000d9f60	user_options->separator	:
TOP.691e3cd3.000d9f60	user_options->limit	0
TOP.691e3cd3.000d9f60	user_options->skip	0
TOP.691e3cd3.000d9f60	user_options->attack_mode	3
TOP.691e3cd3.000d9f60	user_options->backend_devices_virtmulti	1
TOP.691e3cd3.000d9f60	user_options->backend_devices_virthost	1
TOP.691e3cd3.000d9f60	user_options->backend_devices_keepfree	0
TOP.691e3cd3.000d9f60	user_options->benchmark	0
TOP.691e3cd3.000d9f60	user_options->benchmark_all	0
TOP.691e3cd3.000d9f60	user_options->benchmark_max	99999
TOP.691e3cd3.000d9f60	user_options->benchmark_min	0
TOP.691e3cd3.000d9f60	user_options->bitmap_max	18
TOP.691e3cd3.000d9f60	user_options->bitmap_min	16
TOP.691e3cd3.000d9f60	user_options->debug_mode	0
TOP.691e3cd3.000d9f60	user_options->dynamic_x	0
TOP.691e3cd3.000d9f60	user_options->hash_info	0
TOP.691e3cd3.000d9f60	user_options->force	0
TOP.691e3cd3.000d9f60	user_options->hwmon	1
TOP.691e3cd3.000d9f60	user_options->hwmon_temp_abort	90
TOP.691e3cd3.000d9f60	user_options->hash_mode	0
TOP.691e3cd3.000d9f60	user_options->hex_charset	0
TOP.691e3cd3.000d9f60	user_options->hex_salt	0
TOP.691e3cd3.000d9f60	user_options->hex_wordlist	0
TOP.691e3cd3.000d9f60	user_options->hook_threads	8
TOP.691e3cd3.000d9f60	user_options->identify	0
TOP.691e3cd3.000d9f60	user_options->increment	0
TOP.691e3cd3.000d9f60	user_options->increment_max	256
TOP.691e3cd3.000d9f60	user_options->increment_min	1
TOP.691e3cd3.000d9f60	user_options->keep_guessing	0
TOP.691e3cd3.000d9f60	user_options->kernel_accel	0
TOP.691e3cd3.000d9f60	user_options->kernel_loops	0
TOP.691e3cd3.000d9f60	user_options->kernel_threads	0
TOP.691e3cd3.000d9f60	user_options->keyspace	0
TOP.691e3cd3.000d9f60	user_options->total_candidates	0
TOP.691e3cd3.000d9f60	user_options->left	0
TOP.691e3cd3.000d9f60	user_options->logfile	1
TOP.691e3cd3.000d9f60	user_options->loopback	0
TOP.691e3cd3.000d9f60	user_options->machine_readable	0
TOP.691e3cd3.000d9f60	user_options->markov_classic	0
TOP.691e3cd3.000d9f60	user_options->markov	1
TOP.691e3cd3.000d9f60	user_options->markov_inverse	0
TOP.691e3cd3.000d9f60	user_options->markov_threshold	256
TOP.691e3cd3.000d9f60	user_options->metal_compiler_runtime	120
TOP.691e3cd3.000d9f60	user_options->multiply_accel	1
TOP.691e3cd3.000d9f60	user_options->backend_info	0
TOP.691e3cd3.000d9f60	user_options->backend_vector_width	0
TOP.691e3cd3.000d9f60	user_options->optimized_kernel	0
TOP.691e3cd3.000d9f60	user_options->outfile_autohex	1
TOP.691e3cd3.000d9f60	user_options->outfile_check_timer	5
TOP.691e3cd3.000d9f60	user_options->outfile_format	3
TOP.691e3cd3.000d9f60	user_options->outfile_json	0
TOP.691e3cd3.000d9f60	user_options->wordlist_autohex	1
TOP.691e3cd3.000d9f60	user_options->potfile	1
TOP.691e3cd3.000d9f60	user_options->progress_only	0
TOP.691e3cd3.000d9f60	user_options->quiet	0
TOP.691e3cd3.000d9f60	user_options->remove	1
TOP.691e3cd3.000d9f60	user_options->remove_timer	60
TOP.691e3cd3.000d9f60	user_options->restore	0
TOP.691e3cd3.000d9f60	user_options->restore_enable	1
TOP.691e3cd3.000d9f60	user_options->restore_timer	1
TOP.691e3cd3.000d9f60	user_options->rp_files_cnt	0
TOP.691e3cd3.000d9f60	user_options->rp_gen	0
TOP.691e3cd3.000d9f60	user_options->rp_gen_func_max	4
TOP.691e3cd3.000d9f60	user_options->rp_gen_func_min	1
TOP.691e3cd3.000d9f60	user_options->rp_gen_seed	0
TOP.691e3cd3.000d9f60	user_options->runtime	0
TOP.691e3cd3.000d9f60	user_options->scrypt_tmto	0
TOP.691e3cd3.000d9f60	user_options->segment_size	33554432
TOP.691e3cd3.000d9f60	user_options->self_test	1
TOP.691e3cd3.000d9f60	user_options->slow_candidates	0
TOP.691e3cd3.000d9f60	user_options->show	0
TOP.691e3cd3.000d9f60	user_options->speed_only	0
TOP.691e3cd3.000d9f60	user_options->spin_damp	0
TOP.691e3cd3.000d9f60	user_options->status	0
TOP.691e3cd3.000d9f60	user_options->status_json	0
TOP.691e3cd3.000d9f60	user_options->status_timer	10
TOP.691e3cd3.000d9f60	user_options->stdout_flag	0
TOP.691e3cd3.000d9f60	user_options->usage	0
TOP.691e3cd3.000d9f60	user_options->username	0
TOP.691e3cd3.000d9f60	user_options->veracrypt_pim_start	485
TOP.691e3cd3.000d9f60	user_options->veracrypt_pim_stop	485
TOP.691e3cd3.000d9f60	user_options->version	0
TOP.691e3cd3.000d9f60	user_options->workload_profile	4
TOP.691e3cd3.000d9f60	user_options->brain_client	0
TOP.691e3cd3.000d9f60	user_options->brain_client_features	2
TOP.691e3cd3.000d9f60	user_options->brain_server	0
TOP.691e3cd3.000d9f60	user_options->brain_server_timer	300
TOP.691e3cd3.000d9f60	user_options->brain_port	6863
TOP.691e3cd3.000d9f60	user_options->brain_session	0
TOP.691e3cd3.000d9f60	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\clean_hashes.txt
TOP.691e3cd3.000d9f60	hashes->hashlist_mode	5
TOP.691e3cd3.000d9f60	hashes->hashlist_format	0
TOP.691e3cd3.000d9f60	hashes->hashes_cnt	0
TOP.691e3cd3.000d9f60	hashes->digests_cnt	49953
TOP.691e3cd3.000d9f60	hashes->digests_done_pot	0
TOP.691e3cd3.000d9f60	hashes->digests_done_zero	0
TOP.691e3cd3.000d9f60	hashes->digests_done	0
TOP.691e3cd3.000d9f60	hashes->salts_cnt	1
TOP.691e3cd3.000d9f60	hashes->salts_done	0
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	START
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	runtime_start	1763589334
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	runtime_stop	1763589335
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	hashes->digests_done_new	0
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	status-after-work	5
TOP.691e3cd3.000d9f60	SUB.691e3cd5.00052f8f	STOP
TOP.691e3cd3.000d9f60	proc_start	1763589331
TOP.691e3cd3.000d9f60	proc_stop	1763589335
TOP.691e3cd3.000d9f60	STOP
TOP.691e3d90.0003d039	START
TOP.691e3d90.0003d039	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3d90.0003d039	folder_config->install_dir	.
TOP.691e3d90.0003d039	folder_config->profile_dir	.
TOP.691e3d90.0003d039	folder_config->session_dir	.
TOP.691e3d90.0003d039	folder_config->shared_dir	.
TOP.691e3d90.0003d039	user_options->encoding_from	utf-8
TOP.691e3d90.0003d039	user_options->encoding_to	utf-8
TOP.691e3d90.0003d039	user_options->outfile	cracked_numbers_with_offset_full.txt
TOP.691e3d90.0003d039	user_options->rule_buf_l	:
TOP.691e3d90.0003d039	user_options->rule_buf_r	:
TOP.691e3d90.0003d039	user_options->session	hashcat
TOP.691e3d90.0003d039	user_options->separator	:
TOP.691e3d90.0003d039	user_options->limit	0
TOP.691e3d90.0003d039	user_options->skip	0
TOP.691e3d90.0003d039	user_options->attack_mode	3
TOP.691e3d90.0003d039	user_options->backend_devices_virtmulti	1
TOP.691e3d90.0003d039	user_options->backend_devices_virthost	1
TOP.691e3d90.0003d039	user_options->backend_devices_keepfree	0
TOP.691e3d90.0003d039	user_options->benchmark	0
TOP.691e3d90.0003d039	user_options->benchmark_all	0
TOP.691e3d90.0003d039	user_options->benchmark_max	99999
TOP.691e3d90.0003d039	user_options->benchmark_min	0
TOP.691e3d90.0003d039	user_options->bitmap_max	18
TOP.691e3d90.0003d039	user_options->bitmap_min	16
TOP.691e3d90.0003d039	user_options->debug_mode	0
TOP.691e3d90.0003d039	user_options->dynamic_x	0
TOP.691e3d90.0003d039	user_options->hash_info	0
TOP.691e3d90.0003d039	user_options->force	0
TOP.691e3d90.0003d039	user_options->hwmon	1
TOP.691e3d90.0003d039	user_options->hwmon_temp_abort	90
TOP.691e3d90.0003d039	user_options->hash_mode	0
TOP.691e3d90.0003d039	user_options->hex_charset	0
TOP.691e3d90.0003d039	user_options->hex_salt	0
TOP.691e3d90.0003d039	user_options->hex_wordlist	0
TOP.691e3d90.0003d039	user_options->hook_threads	8
TOP.691e3d90.0003d039	user_options->identify	0
TOP.691e3d90.0003d039	user_options->increment	0
TOP.691e3d90.0003d039	user_options->increment_max	256
TOP.691e3d90.0003d039	user_options->increment_min	1
TOP.691e3d90.0003d039	user_options->keep_guessing	0
TOP.691e3d90.0003d039	user_options->kernel_accel	0
TOP.691e3d90.0003d039	user_options->kernel_loops	0
TOP.691e3d90.0003d039	user_options->kernel_threads	0
TOP.691e3d90.0003d039	user_options->keyspace	0
TOP.691e3d90.0003d039	user_options->total_candidates	0
TOP.691e3d90.0003d039	user_options->left	0
TOP.691e3d90.0003d039	user_options->logfile	1
TOP.691e3d90.0003d039	user_options->loopback	0
TOP.691e3d90.0003d039	user_options->machine_readable	0
TOP.691e3d90.0003d039	user_options->markov_classic	0
TOP.691e3d90.0003d039	user_options->markov	1
TOP.691e3d90.0003d039	user_options->markov_inverse	0
TOP.691e3d90.0003d039	user_options->markov_threshold	256
TOP.691e3d90.0003d039	user_options->metal_compiler_runtime	120
TOP.691e3d90.0003d039	user_options->multiply_accel	1
TOP.691e3d90.0003d039	user_options->backend_info	0
TOP.691e3d90.0003d039	user_options->backend_vector_width	0
TOP.691e3d90.0003d039	user_options->optimized_kernel	0
TOP.691e3d90.0003d039	user_options->outfile_autohex	1
TOP.691e3d90.0003d039	user_options->outfile_check_timer	5
TOP.691e3d90.0003d039	user_options->outfile_format	3
TOP.691e3d90.0003d039	user_options->outfile_json	0
TOP.691e3d90.0003d039	user_options->wordlist_autohex	1
TOP.691e3d90.0003d039	user_options->potfile	1
TOP.691e3d90.0003d039	user_options->progress_only	0
TOP.691e3d90.0003d039	user_options->quiet	0
TOP.691e3d90.0003d039	user_options->remove	1
TOP.691e3d90.0003d039	user_options->remove_timer	60
TOP.691e3d90.0003d039	user_options->restore	0
TOP.691e3d90.0003d039	user_options->restore_enable	1
TOP.691e3d90.0003d039	user_options->restore_timer	1
TOP.691e3d90.0003d039	user_options->rp_files_cnt	0
TOP.691e3d90.0003d039	user_options->rp_gen	0
TOP.691e3d90.0003d039	user_options->rp_gen_func_max	4
TOP.691e3d90.0003d039	user_options->rp_gen_func_min	1
TOP.691e3d90.0003d039	user_options->rp_gen_seed	0
TOP.691e3d90.0003d039	user_options->runtime	0
TOP.691e3d90.0003d039	user_options->scrypt_tmto	0
TOP.691e3d90.0003d039	user_options->segment_size	33554432
TOP.691e3d90.0003d039	user_options->self_test	1
TOP.691e3d90.0003d039	user_options->slow_candidates	0
TOP.691e3d90.0003d039	user_options->show	0
TOP.691e3d90.0003d039	user_options->speed_only	0
TOP.691e3d90.0003d039	user_options->spin_damp	0
TOP.691e3d90.0003d039	user_options->status	0
TOP.691e3d90.0003d039	user_options->status_json	0
TOP.691e3d90.0003d039	user_options->status_timer	10
TOP.691e3d90.0003d039	user_options->stdout_flag	0
TOP.691e3d90.0003d039	user_options->usage	0
TOP.691e3d90.0003d039	user_options->username	0
TOP.691e3d90.0003d039	user_options->veracrypt_pim_start	485
TOP.691e3d90.0003d039	user_options->veracrypt_pim_stop	485
TOP.691e3d90.0003d039	user_options->version	0
TOP.691e3d90.0003d039	user_options->workload_profile	4
TOP.691e3d90.0003d039	user_options->brain_client	0
TOP.691e3d90.0003d039	user_options->brain_client_features	2
TOP.691e3d90.0003d039	user_options->brain_server	0
TOP.691e3d90.0003d039	user_options->brain_server_timer	300
TOP.691e3d90.0003d039	user_options->brain_port	6863
TOP.691e3d90.0003d039	user_options->brain_session	0
TOP.691e3d90.0003d039	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\clean_hashes.txt
TOP.691e3d90.0003d039	hashes->hashlist_mode	5
TOP.691e3d90.0003d039	hashes->hashlist_format	0
TOP.691e3d90.0003d039	hashes->hashes_cnt	0
TOP.691e3d90.0003d039	hashes->digests_cnt	49953
TOP.691e3d90.0003d039	hashes->digests_done_pot	0
TOP.691e3d90.0003d039	hashes->digests_done_zero	0
TOP.691e3d90.0003d039	hashes->digests_done	0
TOP.691e3d90.0003d039	hashes->salts_cnt	1
TOP.691e3d90.0003d039	hashes->salts_done	0
TOP.691e3d90.0003d039	SUB.691e3d91.000babe3	START
TOP.691e3d90.0003d039	SUB.691e3d91.000babe3	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d?d
TOP.691e3e6e.000ebaff	START
